Supplier_ID,Country,Sector,Renewable_Energy_%,Emissions_Scope1_tCO2e,Emissions_Scope2_tCO2e,Emissions_Scope3_tCO2e,Data_Confidence,Last_Audit_Year,High_Risk_Operations,Recycled_Materials_%,Emissions_Trend,Traceability_Score,Risk_Category
SUP03403,Brazil,Assembly,34,70,669,11306,0.84,2023,No,43,Stable,0.95,Medium
SUP03404,Mexico,Assembly,82,65,420,13580,0.87,2020,No,93,Decreasing,0.95,Medium
SUP03405,India,Batteries,76,973,1694,10931,0.6,2021,Yes,59,Increasing,0.73,Medium
SUP03406,India,Displays,90,381,783,12801,0.96,2023,No,71,Decreasing,0.86,Medium
SUP03407,USA,Batteries,27,564,1578,10557,0.92,2021,Yes,88,Decreasing,0.73,Medium
SUP03408,Germany,Semiconductors,28,512,1851,18694,0.96,2021,Yes,52,Decreasing,0.97,High
SUP03409,Thailand,Batteries,82,905,1524,17352,0.99,2021,Yes,10,Stable,1.0,High
SUP03410,Thailand,Assembly,69,56,443,7553,0.91,2022,No,64,Stable,0.86,Low
SUP03411,Mexico,Packaging,42,37,168,4358,0.62,2024,No,76,Stable,0.62,Medium
SUP03412,Germany,Semiconductors,31,514,1781,17597,0.68,2020,Yes,25,Stable,0.72,High
SUP03413,USA,Displays,24,357,956,12913,0.67,2024,No,63,Decreasing,0.56,Medium
SUP03414,Brazil,Assembly,56,73,783,6935,0.76,2021,No,89,Stable,0.76,Low
SUP03415,USA,Packaging,10,52,118,5245,0.91,2022,No,36,Increasing,1.0,Low
SUP03416,India,Batteries,88,678,1196,11387,0.67,2023,No,10,Stable,0.61,Medium
SUP03417,China,Batteries,83,622,1612,11671,0.85,2021,Yes,90,Decreasing,0.85,Medium
SUP03418,China,Packaging,0,40,344,3352,0.76,2024,No,68,Stable,0.63,Medium
SUP03419,Thailand,Semiconductors,31,495,1128,11138,0.91,2021,No,3,Stable,0.97,Medium
SUP03420,China,Displays,87,375,559,9525,0.78,2024,No,37,Stable,0.96,Medium
SUP03421,Germany,Packaging,2,70,227,2731,0.8,2023,No,42,Decreasing,0.88,Low
SUP03422,Vietnam,Packaging,54,65,251,2312,0.74,2022,No,41,Increasing,0.64,Medium
SUP03423,Thailand,Packaging,26,38,351,2606,0.6,2022,No,2,Stable,0.47,High
SUP03424,Vietnam,Assembly,36,94,533,13802,0.69,2023,No,73,Increasing,0.76,Medium
SUP03425,China,Batteries,93,716,1129,13838,0.79,2022,Yes,36,Decreasing,0.75,Medium
SUP03426,Germany,Displays,40,478,576,11774,0.93,2021,No,24,Stable,0.92,Medium
SUP03427,India,Assembly,74,50,540,9023,0.76,2020,No,72,Decreasing,0.76,Low
SUP03428,Mexico,Textiles,63,611,1034,9862,0.63,2021,No,88,Increasing,0.7,Medium
SUP03429,Vietnam,Assembly,2,82,734,8915,0.68,2023,No,33,Increasing,0.71,Low
SUP03430,Thailand,Semiconductors,23,270,1392,15422,0.77,2022,No,25,Increasing,0.76,Medium
SUP03431,Mexico,Displays,18,385,970,9118,0.82,2022,No,93,Increasing,0.78,Medium
SUP03432,Thailand,Assembly,88,126,427,7225,0.84,2022,No,92,Decreasing,0.7,Low
SUP03433,China,Batteries,52,974,1038,14239,0.88,2022,Yes,96,Stable,0.78,Medium
SUP03434,Thailand,Packaging,84,39,111,3980,0.86,2023,No,19,Stable,0.76,Low
SUP03435,Germany,Assembly,3,55,536,6553,0.87,2022,No,90,Stable,0.86,Low
SUP03436,Brazil,Assembly,12,90,648,13404,0.99,2023,No,74,Stable,0.92,Medium
SUP03437,Thailand,Displays,46,306,893,11062,0.91,2023,No,98,Increasing,0.96,Medium
SUP03438,China,Displays,4,434,808,10006,0.72,2020,No,38,Stable,0.56,Medium
SUP03439,Vietnam,Displays,79,289,729,12020,0.88,2020,No,15,Stable,0.93,Medium
SUP03440,Brazil,Packaging,36,55,302,5354,1.0,2020,No,59,Increasing,0.97,Low
SUP03441,China,Batteries,97,740,1706,17075,0.95,2020,Yes,4,Increasing,1.0,High
SUP03442,Germany,Textiles,16,302,655,7741,0.77,2024,No,71,Increasing,0.78,Low
SUP03443,USA,Textiles,63,826,578,9149,0.96,2022,Yes,2,Stable,0.95,Medium
SUP03444,Vietnam,Displays,73,366,545,8974,0.9,2024,No,59,Decreasing,0.8,Low
SUP03445,Brazil,Batteries,97,958,1430,17251,0.83,2023,Yes,86,Stable,0.85,High
SUP03446,China,Displays,82,375,995,15201,0.65,2021,No,29,Increasing,0.75,Medium
SUP03447,Brazil,Batteries,20,830,1577,13090,0.85,2023,Yes,3,Decreasing,0.88,Medium
SUP03448,Vietnam,Semiconductors,26,463,1685,15992,0.84,2020,Yes,59,Stable,0.76,High
SUP03449,Brazil,Packaging,99,73,334,5072,0.73,2021,No,13,Increasing,0.73,Low
SUP03450,China,Packaging,2,69,391,5502,0.89,2021,No,69,Stable,0.79,Low
SUP03451,Brazil,Textiles,69,738,897,6385,0.65,2023,Yes,67,Increasing,0.68,Medium
SUP03452,Vietnam,Assembly,99,149,732,8762,0.67,2020,No,91,Increasing,0.62,Medium
SUP03453,USA,Batteries,84,703,1139,18493,0.76,2022,Yes,68,Stable,0.64,High
SUP03454,Brazil,Assembly,14,147,425,6149,0.81,2022,No,67,Increasing,0.72,Low
SUP03455,Vietnam,Assembly,75,123,664,13392,0.79,2024,No,57,Stable,0.84,Medium
SUP03456,Thailand,Displays,77,355,786,14575,0.88,2024,No,58,Increasing,0.82,Medium
SUP03457,USA,Displays,3,369,932,15632,0.88,2024,No,57,Increasing,0.87,Medium
SUP03458,USA,Displays,77,277,591,8082,0.74,2024,No,28,Stable,0.51,Medium
SUP03459,Brazil,Textiles,91,813,565,5152,0.68,2024,Yes,91,Increasing,0.46,High
SUP03460,Germany,Textiles,93,780,1049,5988,0.94,2024,Yes,30,Decreasing,0.92,Low
SUP03461,China,Textiles,37,660,650,8271,0.78,2020,No,57,Decreasing,0.74,Low
SUP03462,Brazil,Semiconductors,9,404,1711,16745,0.98,2024,Yes,86,Increasing,0.79,High
SUP03463,Thailand,Textiles,96,433,664,9118,0.72,2022,No,80,Stable,0.86,Medium
SUP03464,Vietnam,Packaging,53,57,393,3480,0.78,2024,No,35,Stable,0.8,Low
SUP03465,Mexico,Packaging,6,45,161,3569,0.71,2022,No,25,Stable,0.68,Medium
SUP03466,Brazil,Packaging,53,59,270,4894,0.68,2022,No,26,Decreasing,0.8,Low
SUP03467,Vietnam,Displays,32,329,768,10366,0.86,2022,No,95,Increasing,0.8,Medium
SUP03468,Thailand,Assembly,82,132,744,7678,0.74,2023,No,7,Stable,0.73,Low
SUP03469,Vietnam,Semiconductors,27,225,1667,18209,0.85,2023,Yes,80,Stable,0.9,High
SUP03470,India,Packaging,78,58,227,2820,1.0,2022,No,54,Increasing,1.0,Low
SUP03471,Vietnam,Textiles,15,810,995,7878,0.68,2022,Yes,70,Increasing,0.64,Medium
SUP03472,India,Semiconductors,3,558,1868,10758,0.71,2021,Yes,70,Decreasing,0.71,Medium
SUP03473,Vietnam,Textiles,26,611,881,9430,0.62,2020,No,41,Decreasing,0.7,Medium
SUP03474,India,Displays,89,290,523,13317,0.87,2021,No,4,Decreasing,0.68,Medium
SUP03475,India,Packaging,16,35,183,5873,0.62,2020,No,88,Stable,0.47,High
SUP03476,China,Assembly,78,108,628,6707,0.85,2020,No,37,Increasing,0.84,Low
SUP03477,Germany,Textiles,0,446,1160,7125,1.0,2021,No,63,Stable,1.0,Low
SUP03478,India,Displays,37,209,506,9685,0.9,2023,No,20,Increasing,1.0,Medium
SUP03479,Brazil,Packaging,46,74,157,2425,0.7,2024,No,66,Stable,0.73,Low
SUP03480,Thailand,Packaging,7,99,174,5032,0.74,2023,No,64,Increasing,0.71,Low
SUP03481,China,Displays,23,175,595,9603,0.85,2021,No,72,Stable,0.98,Medium
SUP03482,USA,Textiles,76,314,1168,8937,0.87,2024,No,40,Stable,0.89,Medium
SUP03483,China,Semiconductors,14,267,1159,13645,0.85,2023,No,0,Stable,0.69,Medium
SUP03484,Brazil,Assembly,11,66,738,12269,0.82,2021,No,34,Increasing,0.73,Medium
SUP03485,Brazil,Packaging,27,87,247,5146,0.9,2023,No,74,Stable,1.0,Low
SUP03486,Brazil,Displays,27,353,947,10092,0.85,2024,No,64,Stable,0.88,Medium
SUP03487,Thailand,Packaging,41,33,203,5129,0.95,2020,No,86,Stable,0.88,Low
SUP03488,Mexico,Packaging,39,35,117,5970,0.75,2021,No,44,Stable,0.77,Low
SUP03489,India,Batteries,92,594,1051,15633,0.92,2020,No,28,Increasing,0.9,Medium
SUP03490,India,Textiles,4,445,959,8746,0.86,2022,No,52,Stable,0.77,Medium
SUP03491,USA,Textiles,16,744,1000,9320,0.62,2023,Yes,27,Stable,0.65,Medium
SUP03492,Brazil,Packaging,90,68,212,2216,0.64,2022,No,33,Decreasing,0.59,Medium
SUP03493,China,Textiles,26,711,990,4557,0.65,2021,Yes,80,Stable,0.38,High
SUP03494,Brazil,Assembly,64,85,761,9840,0.98,2023,No,79,Increasing,1.0,Medium
SUP03495,Thailand,Textiles,46,715,874,7606,1.0,2022,Yes,41,Increasing,1.0,Low
SUP03496,India,Assembly,48,116,461,7415,0.96,2024,No,34,Increasing,1.0,Low
SUP03497,Mexico,Displays,23,162,652,15166,0.91,2020,No,94,Decreasing,1.0,Medium
SUP03498,India,Assembly,17,74,708,14437,0.74,2021,No,13,Increasing,0.62,Medium
SUP03499,India,Displays,42,304,563,12318,0.69,2021,No,33,Stable,0.67,Medium
SUP03500,USA,Assembly,40,73,716,13449,0.73,2022,No,5,Decreasing,0.63,Medium
SUP03501,China,Semiconductors,87,543,1335,19668,0.83,2021,No,50,Increasing,0.92,High
SUP03502,India,Textiles,31,483,717,9230,0.94,2021,No,75,Stable,0.96,Medium
SUP03503,Mexico,Packaging,92,51,216,5384,0.64,2024,No,46,Decreasing,0.73,Low
SUP03504,India,Textiles,82,421,686,7383,0.79,2020,No,32,Decreasing,0.9,Low
SUP03505,China,Assembly,100,124,552,10064,0.97,2020,No,3,Decreasing,0.9,Medium
SUP03506,Brazil,Displays,84,451,782,11466,0.96,2022,No,87,Stable,1.0,Medium
SUP03507,India,Textiles,79,517,530,6931,0.75,2021,No,3,Increasing,0.62,Medium
SUP03508,Thailand,Textiles,65,683,623,9525,0.78,2023,No,97,Increasing,0.78,Medium
SUP03509,India,Batteries,89,675,1182,15459,0.62,2020,No,99,Increasing,0.55,Medium
SUP03510,Mexico,Batteries,93,958,1245,13834,0.96,2024,Yes,33,Stable,0.94,Medium
SUP03511,China,Semiconductors,59,400,1790,19029,0.77,2020,Yes,95,Stable,0.8,High
SUP03512,Thailand,Packaging,70,39,210,3729,0.89,2024,No,5,Increasing,0.88,Low
SUP03513,Thailand,Assembly,47,66,325,7158,0.61,2022,No,56,Increasing,0.52,Medium
SUP03514,India,Textiles,17,309,599,5900,0.63,2024,No,3,Increasing,0.69,Medium
SUP03515,Brazil,Semiconductors,97,479,1631,17406,0.96,2020,Yes,37,Stable,1.0,High
SUP03516,Mexico,Displays,26,165,802,15976,0.6,2021,No,53,Increasing,0.63,Medium
SUP03517,Mexico,Packaging,33,30,118,5315,0.89,2024,No,98,Decreasing,1.0,Low
SUP03518,India,Batteries,16,569,1039,12065,0.93,2020,No,18,Stable,0.97,Medium
SUP03519,Thailand,Batteries,10,829,1727,11665,0.69,2022,Yes,74,Stable,0.79,Medium
SUP03520,Vietnam,Textiles,81,429,1149,9707,0.74,2023,No,80,Stable,0.81,Medium
SUP03521,Thailand,Displays,8,163,795,10684,0.89,2020,No,44,Stable,0.98,Medium
SUP03522,India,Semiconductors,21,333,1152,14860,0.94,2020,No,73,Increasing,1.0,Medium
SUP03523,Vietnam,Displays,81,420,586,8075,0.91,2023,No,8,Stable,0.83,Low
SUP03524,China,Textiles,43,840,848,9584,0.88,2020,Yes,36,Stable,0.89,Medium
SUP03525,USA,Packaging,56,57,312,4881,0.66,2020,No,80,Increasing,0.74,Low
SUP03526,Brazil,Packaging,38,98,369,3933,0.85,2023,No,9,Increasing,0.78,Low
SUP03527,Brazil,Semiconductors,61,486,1052,16935,0.92,2023,No,78,Stable,1.0,High
SUP03528,USA,Semiconductors,49,411,936,19243,0.71,2022,No,22,Stable,0.66,High
SUP03529,USA,Batteries,58,870,1345,11312,0.96,2020,Yes,83,Decreasing,0.93,Medium
SUP03530,USA,Textiles,33,490,1166,4029,0.88,2023,No,28,Stable,0.95,Low
SUP03531,Vietnam,Semiconductors,56,245,1512,16893,0.69,2023,Yes,36,Stable,0.52,High
SUP03532,Thailand,Batteries,83,673,1484,12023,0.66,2020,No,66,Increasing,0.78,Medium
SUP03533,Vietnam,Displays,38,491,772,9710,0.64,2023,No,62,Stable,0.66,Medium
SUP03534,Germany,Batteries,12,717,1334,12539,0.84,2024,Yes,76,Decreasing,0.88,Medium
SUP03535,Thailand,Assembly,29,83,799,6026,0.89,2024,No,75,Stable,1.0,Low
SUP03536,China,Textiles,32,499,1155,6586,0.89,2024,No,86,Stable,0.92,Low
SUP03537,Brazil,Displays,13,151,870,8460,0.89,2023,No,67,Increasing,0.82,Low
SUP03538,India,Packaging,43,81,265,5694,0.96,2021,No,5,Increasing,0.99,Low
SUP03539,Germany,Displays,27,393,891,12593,0.81,2020,No,26,Stable,0.83,Medium
SUP03540,Germany,Textiles,12,714,916,7712,0.85,2021,Yes,21,Stable,0.7,Low
SUP03541,China,Textiles,65,411,506,6305,0.63,2023,No,39,Stable,0.68,Medium
SUP03542,Brazil,Textiles,15,633,1120,6368,0.91,2021,No,77,Stable,1.0,Low
SUP03543,Mexico,Textiles,35,493,934,6776,0.69,2020,No,59,Decreasing,0.74,Low
SUP03544,Vietnam,Packaging,44,44,202,4566,0.95,2020,No,69,Stable,1.0,Low
SUP03545,Thailand,Assembly,93,120,411,9261,0.64,2023,No,43,Stable,0.47,High
SUP03546,Germany,Displays,20,214,802,13897,0.77,2022,No,19,Increasing,0.7,Medium
SUP03547,Mexico,Packaging,52,57,364,3837,0.84,2020,No,36,Stable,0.81,Low
SUP03548,Germany,Assembly,68,85,306,10051,0.82,2023,No,64,Stable,0.93,Medium
SUP03549,Germany,Displays,5,241,728,10415,0.79,2023,No,18,Stable,0.92,Medium
SUP03550,Vietnam,Assembly,9,86,364,8025,0.74,2022,No,4,Stable,0.81,Low
SUP03551,USA,Assembly,49,73,427,10971,0.73,2023,No,54,Stable,0.71,Medium
SUP03552,Thailand,Textiles,43,436,619,8790,0.66,2024,No,14,Stable,0.52,Medium
SUP03553,Brazil,Batteries,100,862,1490,15487,0.76,2024,Yes,52,Decreasing,0.74,Medium
SUP03554,Germany,Semiconductors,55,205,1653,12295,0.74,2023,Yes,36,Stable,0.68,Medium
SUP03555,China,Semiconductors,84,269,801,10020,0.92,2021,No,31,Decreasing,0.84,Medium
SUP03556,Mexico,Packaging,10,66,322,5621,0.93,2020,No,52,Decreasing,0.98,Low
SUP03557,India,Packaging,14,56,244,2078,1.0,2022,No,36,Stable,0.89,Low
SUP03558,Thailand,Batteries,74,689,1533,15259,0.63,2022,Yes,67,Stable,0.56,Medium
SUP03559,India,Displays,80,479,509,13513,0.64,2020,No,64,Stable,0.53,Medium
SUP03560,India,Assembly,86,90,456,10251,0.63,2020,No,19,Increasing,0.62,Medium
SUP03561,Mexico,Packaging,79,54,264,2009,0.92,2021,No,84,Stable,0.94,Low
SUP03562,Thailand,Batteries,78,958,1318,17166,0.99,2022,Yes,0,Stable,0.76,High
SUP03563,Mexico,Semiconductors,83,445,1137,12944,0.63,2021,No,86,Stable,0.58,Medium
SUP03564,Mexico,Batteries,67,883,1321,17579,0.78,2021,Yes,47,Stable,0.83,High
SUP03565,Thailand,Packaging,52,78,380,2379,0.76,2023,No,67,Increasing,0.73,Low
SUP03566,China,Assembly,11,63,572,14926,0.61,2022,No,4,Stable,0.63,Medium
SUP03567,India,Semiconductors,56,549,1693,15772,0.97,2022,Yes,16,Increasing,0.95,High
SUP03568,Mexico,Textiles,11,532,745,9603,0.92,2020,No,98,Decreasing,0.87,Medium
SUP03569,Thailand,Displays,75,403,921,10151,0.74,2021,No,64,Increasing,0.69,Medium
SUP03570,Mexico,Semiconductors,74,291,1382,14202,0.73,2023,No,80,Stable,0.58,Medium
SUP03571,India,Packaging,2,50,380,3120,0.93,2022,No,35,Increasing,0.81,Low
SUP03572,USA,Packaging,37,94,170,2943,0.82,2023,No,92,Decreasing,0.9,Low
SUP03573,Vietnam,Semiconductors,61,349,1684,11806,0.78,2022,Yes,94,Increasing,0.69,Medium
SUP03574,Thailand,Textiles,49,360,1162,5550,0.74,2022,No,60,Stable,0.9,Low
SUP03575,Brazil,Semiconductors,24,348,1494,12308,0.96,2024,No,30,Stable,0.77,Medium
SUP03576,Thailand,Batteries,74,657,1245,10593,0.85,2021,No,64,Stable,0.74,Medium
SUP03577,Germany,Batteries,6,693,1438,14484,0.98,2024,No,77,Stable,1.0,Medium
SUP03578,Thailand,Textiles,93,300,1032,9919,0.87,2023,No,3,Stable,0.96,Medium
SUP03579,Vietnam,Displays,56,374,560,13852,0.91,2024,No,92,Stable,0.93,Medium
SUP03580,China,Textiles,77,747,535,6594,0.96,2023,Yes,94,Decreasing,0.96,Low
SUP03581,India,Textiles,37,553,721,8202,0.76,2023,No,96,Stable,0.84,Low
SUP03582,China,Batteries,4,887,1045,14756,0.7,2024,Yes,71,Stable,0.86,Medium
SUP03583,Brazil,Assembly,57,144,440,8104,0.65,2023,No,94,Decreasing,0.68,Medium
SUP03584,India,Packaging,47,57,161,3042,0.68,2020,No,34,Stable,0.55,Medium
SUP03585,India,Textiles,66,782,1181,8372,0.83,2021,Yes,44,Stable,0.89,Medium
SUP03586,Mexico,Semiconductors,2,542,1141,17811,0.74,2022,No,7,Decreasing,0.52,High
SUP03587,Germany,Textiles,91,490,641,9859,0.85,2023,No,77,Stable,0.68,Medium
SUP03588,Brazil,Displays,54,307,749,15184,0.81,2020,No,27,Decreasing,0.99,Medium
SUP03589,Mexico,Semiconductors,27,211,997,10047,0.98,2022,No,6,Increasing,1.0,Medium
SUP03590,Vietnam,Textiles,26,575,1158,4001,0.73,2022,No,8,Stable,0.67,Medium
SUP03591,USA,Batteries,55,722,1176,16896,0.7,2021,Yes,8,Stable,0.68,High
SUP03592,India,Displays,60,384,612,9787,0.99,2022,No,35,Stable,1.0,Medium
SUP03593,India,Semiconductors,9,341,1637,13455,0.88,2022,Yes,7,Stable,0.9,Medium
SUP03594,Brazil,Batteries,4,663,1289,10832,0.98,2021,No,33,Stable,1.0,Medium
SUP03595,Mexico,Textiles,83,711,1066,4585,0.71,2020,Yes,90,Stable,0.58,Medium
SUP03596,Brazil,Textiles,64,663,964,4705,0.96,2023,No,81,Stable,0.92,Low
SUP03597,Brazil,Semiconductors,35,383,1753,19199,0.72,2024,Yes,84,Stable,0.84,High
SUP03598,China,Assembly,78,86,351,11190,0.77,2021,No,18,Decreasing,0.75,Medium
SUP03599,Mexico,Assembly,1,95,432,7874,0.62,2023,No,0,Decreasing,0.7,Low
SUP03600,Thailand,Textiles,51,658,879,9804,0.66,2023,No,10,Decreasing,0.76,Medium
SUP03601,Brazil,Packaging,35,66,184,5736,0.65,2020,No,89,Stable,0.73,Low
SUP03602,Vietnam,Assembly,19,79,401,14611,0.91,2024,No,31,Stable,1.0,Medium
SUP03603,India,Assembly,84,91,390,11363,0.75,2023,No,82,Stable,0.74,Medium
SUP03604,USA,Batteries,81,745,1402,18551,0.84,2024,Yes,16,Increasing,0.97,High
SUP03605,Vietnam,Assembly,82,134,391,7817,0.66,2023,No,6,Stable,0.61,Medium
SUP03606,Thailand,Packaging,64,42,113,2935,0.99,2022,No,63,Stable,1.0,Low
SUP03607,Vietnam,Semiconductors,38,350,888,17280,0.6,2020,No,44,Stable,0.54,High
SUP03608,China,Assembly,59,139,590,12377,0.73,2020,No,91,Increasing,0.82,Medium
SUP03609,Brazil,Packaging,75,37,139,5649,0.9,2024,No,25,Stable,0.88,Low
SUP03610,Brazil,Textiles,76,313,1047,4901,0.64,2022,No,67,Stable,0.39,High
SUP03611,Thailand,Assembly,76,81,479,13757,0.92,2024,No,52,Stable,1.0,Medium
SUP03612,Brazil,Batteries,69,676,1251,13375,0.73,2022,No,88,Stable,0.8,Medium
SUP03613,Mexico,Assembly,67,101,559,9776,0.68,2024,No,97,Decreasing,0.77,Medium
SUP03614,Vietnam,Semiconductors,99,413,1943,12799,0.96,2024,Yes,74,Stable,1.0,Medium
SUP03615,India,Assembly,42,108,481,6276,0.97,2023,No,81,Increasing,0.78,Low
SUP03616,India,Displays,40,392,803,15642,0.83,2024,No,63,Increasing,1.0,Medium
SUP03617,USA,Displays,41,287,524,12839,0.61,2024,No,3,Stable,0.67,Medium
SUP03618,India,Textiles,84,527,575,5168,0.89,2020,No,47,Stable,0.77,Low
SUP03619,India,Assembly,34,82,682,11311,0.78,2020,No,49,Stable,0.71,Medium
SUP03620,Germany,Semiconductors,0,233,993,13737,0.87,2021,No,25,Stable,0.86,Medium
SUP03621,Vietnam,Displays,58,229,846,10892,0.68,2021,No,50,Stable,0.54,Medium
SUP03622,China,Semiconductors,81,420,1224,19078,0.79,2020,No,64,Increasing,0.84,High
SUP03623,Germany,Packaging,37,44,181,2035,0.89,2024,No,15,Decreasing,0.96,Low
SUP03624,USA,Semiconductors,87,479,1987,17931,0.69,2020,Yes,77,Stable,0.7,High
SUP03625,China,Semiconductors,43,257,1028,16906,0.83,2023,No,20,Stable,0.61,High
SUP03626,China,Displays,18,197,710,15462,0.63,2023,No,4,Decreasing,0.57,Medium
SUP03627,Vietnam,Packaging,75,99,188,5891,0.78,2022,No,0,Increasing,0.74,Low
SUP03628,China,Textiles,55,418,859,4222,0.97,2024,No,73,Stable,1.0,Low
SUP03629,Mexico,Semiconductors,29,382,1381,11406,0.69,2024,No,68,Increasing,0.59,Medium
SUP03630,China,Displays,33,390,871,8913,0.86,2020,No,79,Stable,0.99,Medium
SUP03631,Vietnam,Semiconductors,65,298,951,10366,0.98,2021,No,10,Increasing,1.0,Medium
SUP03632,USA,Batteries,24,589,1293,18651,0.87,2022,No,94,Stable,0.82,High
SUP03633,USA,Batteries,21,556,1157,13000,0.76,2023,No,87,Stable,0.62,Medium
SUP03634,Brazil,Assembly,47,57,428,9122,0.63,2024,No,76,Decreasing,0.7,Low
SUP03635,Vietnam,Semiconductors,5,288,1372,19907,0.68,2022,No,52,Increasing,0.87,High
SUP03636,Mexico,Assembly,72,135,646,10879,0.79,2022,No,77,Increasing,0.93,Medium
SUP03637,Brazil,Batteries,51,714,1280,17955,0.91,2020,Yes,0,Increasing,0.74,High
SUP03638,India,Textiles,42,737,727,8474,0.79,2024,Yes,68,Increasing,0.75,Low
SUP03639,USA,Batteries,69,957,1527,17465,0.74,2020,Yes,17,Increasing,0.75,High
SUP03640,Vietnam,Batteries,38,646,1653,12873,0.77,2020,Yes,3,Increasing,0.77,Medium
SUP03641,China,Semiconductors,77,596,850,11511,0.76,2022,No,70,Stable,0.83,Medium
SUP03642,USA,Batteries,36,975,1158,10520,0.66,2024,Yes,55,Increasing,0.75,Medium
SUP03643,USA,Displays,100,296,712,10909,0.73,2022,No,22,Decreasing,0.72,Medium
SUP03644,India,Textiles,95,702,740,9449,0.72,2022,Yes,39,Stable,0.59,Medium
SUP03645,China,Batteries,1,753,1166,10589,0.94,2020,Yes,55,Decreasing,0.88,Medium
SUP03646,Vietnam,Displays,50,435,658,13143,0.94,2024,No,33,Stable,0.88,Medium
SUP03647,Thailand,Assembly,27,102,717,7421,0.71,2021,No,32,Decreasing,0.68,Medium
SUP03648,India,Textiles,57,788,1188,7027,0.98,2021,Yes,49,Decreasing,0.94,Low
SUP03649,Vietnam,Packaging,98,33,220,5263,0.64,2023,No,37,Stable,0.5,Medium
SUP03650,Brazil,Assembly,68,79,653,14568,0.67,2024,No,59,Stable,0.45,High
SUP03651,Germany,Packaging,90,84,235,4162,0.9,2022,No,21,Decreasing,1.0,Low
SUP03652,USA,Assembly,97,127,315,7501,0.84,2022,No,99,Stable,1.0,Low
SUP03653,Vietnam,Packaging,15,37,104,4444,0.73,2020,No,93,Increasing,0.65,Medium
SUP03654,Vietnam,Textiles,61,891,921,6776,0.68,2023,Yes,99,Stable,0.73,Low
SUP03655,Vietnam,Packaging,99,92,166,4924,0.92,2021,No,96,Increasing,0.95,Low
SUP03656,India,Batteries,15,618,1011,19602,0.99,2022,No,83,Stable,0.91,High
SUP03657,Brazil,Packaging,32,69,336,5300,0.94,2022,No,30,Increasing,0.92,Low
SUP03658,Mexico,Displays,25,339,589,14907,0.62,2024,No,4,Stable,0.61,Medium
SUP03659,China,Batteries,92,977,1008,11994,0.64,2023,Yes,62,Stable,0.67,Medium
SUP03660,Brazil,Semiconductors,35,474,1961,15021,0.65,2024,Yes,31,Stable,0.77,Medium
SUP03661,Vietnam,Packaging,41,74,386,2695,0.63,2024,No,53,Decreasing,0.64,Medium
SUP03662,Mexico,Packaging,18,52,324,2985,0.91,2021,No,58,Increasing,0.85,Low
SUP03663,Mexico,Packaging,15,70,225,3826,0.86,2024,No,77,Increasing,1.0,Low
SUP03664,Thailand,Displays,70,231,624,13750,0.95,2020,No,82,Stable,0.91,Medium
SUP03665,Germany,Assembly,87,101,350,10029,0.83,2021,No,67,Decreasing,0.85,Medium
SUP03666,Germany,Textiles,53,724,783,7073,0.62,2023,Yes,5,Stable,0.55,Medium
SUP03667,Vietnam,Assembly,67,66,479,13171,0.87,2024,No,35,Stable,0.78,Medium
SUP03668,Brazil,Packaging,60,41,158,4167,0.69,2023,No,71,Stable,0.63,Medium
SUP03669,China,Assembly,57,112,392,13895,0.62,2023,No,6,Decreasing,0.7,Medium
SUP03670,Thailand,Displays,100,465,825,15360,0.72,2023,No,63,Increasing,0.61,Medium
SUP03671,Vietnam,Displays,6,240,527,9102,0.67,2023,No,8,Increasing,0.68,Medium
SUP03672,Thailand,Packaging,79,70,376,4151,0.9,2023,No,17,Decreasing,0.97,Low
SUP03673,Vietnam,Batteries,8,764,1750,10468,0.69,2021,Yes,76,Stable,0.53,Medium
SUP03674,India,Semiconductors,39,417,950,10138,0.9,2023,No,51,Stable,0.78,Medium
SUP03675,Germany,Packaging,20,50,234,3737,0.63,2020,No,44,Increasing,0.73,Low
SUP03676,Vietnam,Displays,6,434,515,9373,0.78,2024,No,29,Stable,0.79,Medium
SUP03677,India,Displays,98,185,741,8323,0.71,2024,No,51,Increasing,0.68,Medium
SUP03678,Brazil,Semiconductors,79,264,933,19953,0.84,2023,No,35,Decreasing,0.82,High
SUP03679,Brazil,Assembly,34,95,326,13438,0.81,2021,No,40,Stable,0.76,Medium
SUP03680,Germany,Assembly,96,91,521,8487,0.88,2023,No,67,Stable,0.79,Low
SUP03681,USA,Semiconductors,70,397,816,17904,0.64,2020,No,37,Stable,0.54,High
SUP03682,Thailand,Packaging,20,98,211,2689,0.78,2020,No,12,Stable,0.78,Low
SUP03683,Mexico,Textiles,35,503,988,7673,0.75,2021,No,0,Stable,0.74,Low
SUP03684,Germany,Displays,28,358,585,15351,0.94,2023,No,38,Stable,0.78,Medium
SUP03685,Thailand,Textiles,31,788,744,7785,0.94,2023,Yes,69,Decreasing,0.91,Low
SUP03686,Germany,Displays,56,320,885,9253,0.65,2022,No,12,Decreasing,0.37,High
SUP03687,Mexico,Packaging,53,85,397,5323,0.78,2020,No,26,Decreasing,0.83,Low
SUP03688,Thailand,Assembly,88,76,464,9703,0.92,2024,No,39,Stable,0.78,Medium
SUP03689,Vietnam,Semiconductors,35,529,1525,19906,0.92,2023,Yes,50,Stable,0.92,High
SUP03690,Thailand,Textiles,83,408,580,6344,0.95,2023,No,95,Increasing,0.93,Low
